nginx,,Num Of Confirmed Bugs with test cases:,0,Num of available crashes,0,,Project Link:,,,,,,
,,,,,,,,,,,,,
Invalid Access,0,,0,,,,,,,,,,
Failed Assertion,0,,0,,,,,,,,,,
Division By Zero,0,,0,,,,,,,,,,
Dangling Pointer Use,0,,,,,,,,,,,,
,,,,,,,,,,,,,
Internal ID,Tool Name,CVE ID,Date of Fix,Earlies Unfixed Commit,Commit ID / Version before fix,Commit ID / Version of fix,Notes,Shall we include?,Bug Type,Bug Details,Crash Input,Crash Status,Useful Link
1,nginx,,2004-10-11 15:07:00,,aef13d7,924bd79,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/924bd79
2,nginx,,2004-10-21 15:34:00,,ac64333,c0edbcc,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/c0edbcc
3,nginx,,2004-10-25 15:29:00,,4925ed8,723e6cc,N/A,I Don't Know,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/723e6cc
4,nginx,,2005-01-19 13:10:00,,fbf4fc0,3.26E+88,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/3259e85
5,nginx,,2005-01-25 12:27:00,,4f06a97,e5a222c,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/e5a222c
6,nginx,,2005-02-09 14:31:00,,9ef28fa,aa82861,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/aa82861
7,nginx,,2005-05-12 14:58:00,,22157ce,899b44e,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/899b44e
8,nginx,,2005-05-14 18:42:00,,a599375,3362b8d,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/3362b8d
9,nginx,,2005-05-26 18:12:00,,3144ab6,403d244,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/403d244
10,nginx,,2005-06-07 15:56:00,,3c8b02a,7b190b4,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/7b190b4
11,nginx,,2005-08-23 15:36:00,,25e571f,b85fd59,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/b85fd59
12,nginx,,2005-08-30 10:55:00,,e3c2cf8,e503539,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/e503539
13,nginx,,2005-09-23 14:43:00,,b6f62a9,09a2439,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/09a2439
14,nginx,,2005-10-03 12:53:00,,23d23c1,82dc95e,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/82dc95e
15,nginx,,2005-10-05 14:46:00,,c6806be,a257367,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/a257367
16,nginx,,2005-10-10 12:59:00,,b29779c,1bfa7bc,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/1bfa7bc
17,nginx,,2005-10-19 12:33:00,,8743f92,c2068d0,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/c2068d0
18,nginx,,2005-10-21 19:12:00,,b6b31c9,055951d,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/055951d
19,nginx,,2005-12-16 15:07:00,,74297c2,2402502,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/2402502
20,nginx,,2006-01-17 20:04:00,,4a32307,ae33d01,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/ae33d01
21,nginx,,2006-02-01 20:01:00,,988a478,57cabd6,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/57cabd6
22,nginx,,2006-03-11 06:40:00,,4a9b135,e50caa8,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/e50caa8
23,nginx,,2006-04-21 12:06:00,,7d2d90c,4ecb4d7,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/4ecb4d7
24,nginx,,2006-05-11 14:43:00,,418843d,3338cfd,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/3338cfd
25,nginx,,2006-07-28 15:16:00,,741c6e9,8f12558,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8f12558
26,nginx,,2006-08-04 16:04:00,,9bda615,b71c690,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/b71c690
27,nginx,,2006-08-18 14:17:00,,51c53f9,5fede1e,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/5fede1e
28,nginx,,2006-08-30 10:39:00,,9cdd8a1,da173ab,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/da173ab
29,nginx,,2006-09-24 07:35:00,,26e95cf,66a4971,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/66a4971
30,nginx,,2006-10-01 07:17:00,,6041b4d,4c7f511,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/4c7f511
31,nginx,,2006-10-20 19:07:00,,3d0a716,44d8bc2,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/44d8bc2
32,nginx,,2006-11-17 08:46:00,,8c5f37e,ae821ce,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/ae821ce
33,nginx,,2006-11-18 21:46:00,,7ef16ce,2573f71,N/A,No,Infinite Loop,,No,TODO,https://github.com/nginx/nginx/commit/2573f71
34,nginx,,2006-11-22 16:00:00,,f4eb017,0de2e65,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/0de2e65
35,nginx,,2006-11-23 20:22:00,,95ead46,17e0e1a,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/17e0e1a
36,nginx,,2006-12-06 11:33:00,,8b6844c,8f98581,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8f98581
37,nginx,,2006-12-14 22:42:00,,55269a7,f367b11,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/f367b11
38,nginx,,2006-12-15 10:24:00,,c996d32,03011fa,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/03011fa
39,nginx,,2006-12-18 20:46:00,,c690675,84bab05,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/84bab05
40,nginx,,2006-12-22 13:05:00,,ea2f6af,17b0e87,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/17b0e87
41,nginx,,2007-01-03 15:43:00,,3364dc6,b94b180,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/b94b180
42,nginx,,2007-01-06 13:01:00,,5f0b82a,f250a6d,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/f250a6d
43,nginx,,2007-01-09 22:04:00,,fe9a066,2c32b5a,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/2c32b5a
44,nginx,,2007-01-19 12:57:00,,ae2006b,8ff1e32,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8ff1e32
45,nginx,,2007-01-19 16:13:00,,8ff1e32,3658896,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/3658896
46,nginx,,2007-01-29 11:52:00,,9fc5607,f51d4fe,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/f51d4fe
47,nginx,,2007-02-09 11:56:00,,e980185,f0b150f,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/f0b150f
48,nginx,,2007-02-09 14:02:00,,f15b839,915ef4f,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/915ef4f
49,nginx,,2007-03-19 13:36:00,,4ddeff4,02c8d18,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/02c8d18
50,nginx,,2007-03-23 11:33:00,,e47cad4,77d7f80,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/77d7f80
51,nginx,,2007-04-18 11:28:00,,5dbc83d,e5e4c00,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/e5e4c00
52,nginx,,2007-05-02 08:07:00,,9c710c0,dbdeafe,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/dbdeafe
53,nginx,,2007-05-02 09:02:00,,dbdeafe,75c3272,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/75c3272
54,nginx,,2007-05-29 16:33:00,,e60303c,78c5893,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/78c5893
55,nginx,,2007-07-10 21:04:00,,f53d0f3,8b0a3d2,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8b0a3d2
56,nginx,,2007-07-11 07:47:00,,fa808bb,a9af7bf,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/a9af7bf
57,nginx,,2007-07-11 10:45:00,,a9af7bf,d2c996a,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/d2c996a
58,nginx,,2007-07-19 19:07:00,,66a874b,cbf72c1,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/cbf72c1
59,nginx,,2007-07-19 19:08:00,,cbf72c1,43ae46f,N/A,Yes,Null Dereference,,No,TODO,https://github.com/nginx/nginx/commit/43ae46f
60,nginx,,2007-07-19 19:11:00,,43ae46f,b1ccbda,N/A,Yes,Double Free,,No,TODO,https://github.com/nginx/nginx/commit/b1ccbda
61,nginx,,2007-07-24 18:08:00,,32b7875,1931d87,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/1931d87
62,nginx,,2007-10-14 19:04:00,,2d3f3f6,8de7663,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8de7663
63,nginx,,2007-10-16 14:12:00,,336943d,dde2abd,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/dde2abd
64,nginx,,2007-10-17 13:22:00,,5cb097c,12446d8,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/12446d8
65,nginx,,2007-10-22 10:15:00,,11ab73e,a40caa1,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/a40caa1
66,nginx,,2007-11-08 15:20:00,,d7cf1a6,408dfc1,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/408dfc1
67,nginx,,2007-11-28 15:06:00,,a427e12,fa62656,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/fa62656
68,nginx,,2007-12-03 15:47:00,,826c02e,7b35de9,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/7b35de9
69,nginx,,2007-12-09 19:30:00,,cb54061,16623,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/16623e0
70,nginx,,2007-12-16 20:00:00,,7f35ae6,28bca1b,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/28bca1b
71,nginx,,2007-12-20 13:49:00,,fc28270,6675abe,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/6675abe
72,nginx,,2007-12-26 21:07:00,,6ff850b,cd2aa8e,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/cd2aa8e
73,nginx,,2007-12-27 18:35:00,,938d499,f25abef,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/f25abef
74,nginx,,2008-02-06 16:01:00,,704e1c1,4d856ca,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/4d856ca
75,nginx,,2008-02-14 16:03:00,,4545046,ca876e1,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/ca876e1
76,nginx,,2008-02-28 20:09:00,,8ee01f5,7c4cf27,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/7c4cf27
77,nginx,,2008-03-03 10:42:00,,72c5184,7c15b75,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/7c15b75
78,nginx,,2008-03-10 14:45:00,,15a2007,fb14092,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/fb14092
79,nginx,,2008-04-09 14:26:00,,f576f0d,949aea4,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/949aea4
80,nginx,,2008-04-11 09:15:00,,7c5c1dc,523e09e,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/523e09e
81,nginx,,2008-04-23 18:57:00,,6a2ea3f,4.39E+290,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/439e288
82,nginx,,2008-04-28 08:50:00,,b39b9aa,58d3821,N/A,No,Memory Leak,,No,TODO,https://github.com/nginx/nginx/commit/58d3821
83,nginx,,2008-04-29 18:15:00,,ada9190,a327841,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/a327841
84,nginx,,2008-08-13 16:25:00,,d185349,c71e3d8,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/c71e3d8
85,nginx,,2008-08-26 14:34:00,,c9491d1,333723e,N/A,Yes,Divizion By Zero,,No,TODO,https://github.com/nginx/nginx/commit/333723e
86,nginx,,2008-11-25 14:45:00,,65eba4b,2a523f1,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/2a523f1
87,nginx,,2008-12-11 17:32:00,,ac662fb,3dde93b,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/3dde93b
88,nginx,,2008-12-17 16:07:00,,52b815e,cf6c582,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/cf6c582
89,nginx,,2008-12-24 16:18:00,,503c075,9b753d2,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/9b753d2
90,nginx,,2009-01-19 16:42:00,,f39bca4,cd55a93,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/cd55a93
91,nginx,,2009-01-26 14:33:00,,9aa30bc,2da48d3,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/2da48d3
92,nginx,,2009-01-31 20:33:00,,2c01fd3,8ef386e,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/8ef386e
93,nginx,,2009-02-24 22:02:00,,d7b3b48,3e7e9d7,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/3e7e9d7
94,nginx,,2009-03-09 08:50:00,,b91fa66,dc34dee,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/dc34dee
95,nginx,,2009-03-11 13:04:00,,da404fc,000609a,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/000609a
96,nginx,,2009-03-24 15:03:00,,63f52af,3afc10f,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/3afc10f
97,nginx,,2009-03-30 14:23:00,,f072a02,91db11b,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/91db11b
98,nginx,,2009-04-15 20:26:00,,60798fb,ca878c8,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/ca878c8
99,nginx,,2009-04-15 20:28:00,,ca878c8,e4ecddf,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/e4ecddf
100,nginx,,2009-05-22 11:32:00,,93c483e,430d42b,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/430d42b
101,nginx,,2009-06-02 13:56:00,,785ee23,5b26bec,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/5b26bec
102,nginx,,2009-07-24 19:20:00,,543151b,1099f9f,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/1099f9f
103,nginx,,2009-08-07 13:16:00,,ccefc4f,22fc3e6,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/22fc3e6
104,nginx,,2009-08-13 08:40:00,,45ec56b,c287a98,N/A,I Don't Know,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/c287a98
105,nginx,,2009-08-19 17:44:00,,42e49ba,0f00b0a,N/A,Potential,I Don't Know,,No,TODO,https://github.com/nginx/nginx/commit/0f00b0a
